source_system,table_name,field_name,source_file,ordinal_position,data_type,size_text,full_type,max_length,numeric_precision,numeric_scale,is_nullable,raw_duplicate_row_count,duplicate_full_type_count,duplicate_size_count,duplicate_nullable_count,duplicate_ordinal_count,has_duplicate_rows_in_source,has_within_source_type_conflict,has_within_source_size_conflict,has_within_source_nullable_conflict,has_within_source_ordinal_conflict
eclipse,ssd_permanence,perm_adopter_legal_status,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,12,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_adopter_sex,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,11,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_adoption_worker_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,23,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_cla_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,3,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_decision_reversed_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,19,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_decision_reversed_reason,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,20,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_ffa_cp_decision_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,8,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_matched_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,10,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_number_of_adopters,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,13,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_part_of_sibling_group,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,5,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_permanence_order_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,21,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_permanence_order_type,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,22,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_person_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_placed_ffa_cp_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,17,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_placed_for_adoption_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,14,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_placed_foster_carer_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,16,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_placement_order_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,9,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_placement_provider_urn,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,18,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_siblings_placed_apart,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,7,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_siblings_placed_together,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,6,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_permanence,perm_table_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_permanence.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_person,pers_death_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,14,timestamp,,timestamp,,,,,3,2,0,0,1,True,True,False,False,False
eclipse,ssd_person,pers_dob,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,9,timestamp,,timestamp,,,,,3,2,0,0,1,True,True,False,False,False
eclipse,ssd_person,pers_ethnicity,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,8,varchar,48.0,varchar(48),48.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_expected_dob,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,13,timestamp,,timestamp,,,,,3,2,0,0,1,True,True,False,False,False
eclipse,ssd_person,pers_forename,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,4,varchar,100.0,varchar(100),100.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_gender,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,7,varchar,10.0,varchar(10),10.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_is_mother,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,15,char,1.0,char(1),1.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_legacy_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,1,varchar,48.0,varchar(48),48.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_nationality,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,16,varchar,48.0,varchar(48),48.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_person_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,2,varchar,48.0,varchar(48),48.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_send_flag,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,12,char,5.0,char(5),5.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_sex,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,6,varchar,20.0,varchar(20),20.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_single_unique_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,10,varchar,48.0,varchar(48),48.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_surname,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,5,varchar,255.0,varchar(255),255.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_upn,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,3,varchar,13.0,varchar(13),13.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_person,pers_upn_unknown,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_person.sql,11,varchar,6.0,varchar(6),6.0,,,,3,2,1,0,1,True,True,False,False,False
eclipse,ssd_pre_proceedings,prep_agree_stepdown_issue_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,7,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_care_pro_letter_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,13,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_care_proc_court_hearings,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,18,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_care_proc_short_notice,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,19,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_court_reference,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,17,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_cp_plans_referral_period,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,8,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_initial_pre_pro_meeting_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,5,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_la_final_care_plan,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,24,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_la_final_plan_approved,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,23,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_la_inital_plan_approved,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,21,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_la_initial_care_plan,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,22,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_legal_gateway_outcome,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,9,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_parents_legal_rep_point_of_issue,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,16,char,2.0,char(2),2.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_person_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_plo_family_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,3,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_pre_pro_decision_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,4,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_pre_pro_letter_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,12,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_pre_pro_meetings_num,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,14,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_pre_pro_outcome,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,6,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_pre_pro_parents_legal_rep,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,15,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_prev_care_proc_child,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,11,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_prev_pre_proc_child,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,10,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_proc_short_notice_reason,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,20,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_pre_proceedings,prep_table_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_pre_proceedings.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_agency_worker_flag,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,5,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_full_time_equivalency,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,9,double precision,,double precision,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_professional_caseload,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,7,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_professional_department,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,8,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_professional_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_professional_job_title,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,6,varchar,500.0,varchar(500),500.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_professional_name,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,3,varchar,300.0,varchar(300),300.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_social_worker_registration_no,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,4,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_professionals,prof_staff_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_professionals.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s251_finance,s251_cla_placement_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s251_finance.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s251_finance,s251_placeholder_1,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s251_finance.sql,3,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s251_finance,s251_placeholder_2,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s251_finance.sql,4,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s251_finance,s251_placeholder_3,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s251_finance.sql,5,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s251_finance,s251_placeholder_4,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s251_finance.sql,6,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s251_finance,s251_table_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s251_finance.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_person_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,3,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_referral_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_s47_completed_by_team,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,8,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_s47_completed_by_worker_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,9,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_s47_end_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,5,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_s47_enquiry_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_s47_nfa,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,6,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_s47_outcome_json,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,7,varchar,1000.0,varchar(1000),1000.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_s47_enquiry,s47e_s47_start_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_s47_enquiry.sql,4,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_sdq_scores,csdq_person_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sdq_scores.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_sdq_scores,csdq_sdq_completed_date,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sdq_scores.sql,3,timestamp,,timestamp,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_sdq_scores,csdq_sdq_reason,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sdq_scores.sql,5,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_sdq_scores,csdq_sdq_score,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sdq_scores.sql,4,integer,,integer,,,,,1,1,0,0,1,False,False,False,False,False
eclipse,ssd_sdq_scores,csdq_table_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sdq_scores.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_sen_need,senn_active_ehcp_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sen_need.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_sen_need,senn_active_ehcp_need_rank,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sen_need.sql,4,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_sen_need,senn_active_ehcp_need_type,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sen_need.sql,3,varchar,100.0,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_sen_need,senn_table_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_sen_need.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_send,send_person_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_send.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_send,send_table_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_send.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_send,send_uln,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_send.sql,4,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_send,send_upn,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_send.sql,3,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_send,send_upn_unknown,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_send.sql,5,varchar,6.0,varchar(6),6.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_voice_of_child,voch_agree_worker,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_voice_of_child.sql,5,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_voice_of_child,voch_explained_worries,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_voice_of_child.sql,3,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_voice_of_child,voch_person_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_voice_of_child.sql,2,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_voice_of_child,voch_plan_safe,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_voice_of_child.sql,6,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_voice_of_child,voch_story_help_understand,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_voice_of_child.sql,4,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_voice_of_child,voch_table_id,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_voice_of_child.sql,1,varchar,48.0,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
eclipse,ssd_voice_of_child,voch_tablet_help_explain,/workspaces/ssd-data-model/deployment_extracts/eclipse/live/ssd_deployment_individual_files/ssd_voice_of_child.sql,7,char,1.0,char(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_address,addr_address_end_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,6,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_address,addr_address_json,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,1000,varchar(1000),1000.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_address,addr_address_postcode,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,7,varchar,15,varchar(15),15.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_address,addr_address_start_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_address,addr_address_type,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_address,addr_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_address,addr_table_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_assessment_factors,cinf_assessment_factors_json,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,1000,varchar(1000),1000.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_assessment_factors,cinf_assessment_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
